Province,District,Year,Mean_Nightlight,Valid_Pixels
Long An,Cần Đước,2020,6.109496,1049
Long An,Kiến Tường,2012,0.141482,948
Long An,Kiến Tường,2013,0.15757,948
Long An,Kiến Tường,2014,0.176562,948
Long An,Kiến Tường,2015,0.259025,948
Long An,Kiến Tường,2016,0.30192,948
Long An,Kiến Tường,2017,0.316797,948
Long An,Kiến Tường,2018,0.375853,948
Long An,Kiến Tường,2019,0.459639,948
Long An,Kiến Tường,2020,0.55178,948
Long An,Mộc Hóa,2012,0.01215,1381
Long An,Mộc Hóa,2013,0.017482,1381
Long An,Mộc Hóa,2014,0.028097,1381
Long An,Mộc Hóa,2015,0.054797,1381
Long An,Mộc Hóa,2016,0.077225,1381
Long An,Mộc Hóa,2017,0.095939,1381
Long An,Mộc Hóa,2018,0.133711,1381
Long An,Mộc Hóa,2019,0.161225,1381
Long An,Mộc Hóa,2020,0.547863,1381
Long An,Thạnh Hóa,2012,0.033044,2242
Long An,Thạnh Hóa,2013,0.034368,2242
Long An,Thạnh Hóa,2014,0.035589,2242
Long An,Thạnh Hóa,2015,0.044349,2242
Long An,Thạnh Hóa,2016,0.049036,2242
Long An,Thạnh Hóa,2017,0.180524,2242
Long An,Thạnh Hóa,2018,0.256067,2242
Long An,Thạnh Hóa,2019,0.416,2242
Long An,Thạnh Hóa,2020,0.724274,2242
Long An,Thủ Thừa,2012,0.330601,1423
Long An,Thủ Thừa,2013,0.37369,1423
Long An,Thủ Thừa,2014,0.459186,1423
Long An,Thủ Thừa,2015,0.562481,1423
Long An,Thủ Thừa,2016,0.918989,1423
Long An,Thủ Thừa,2017,1.407852,1423
Long An,Thủ Thừa,2018,2.185663,1423
Long An,Thủ Thừa,2019,3.76957,1423
Long An,Thủ Thừa,2020,4.872805,1423
Long An,Tân An,2012,4.986388,389
Long An,Tân An,2013,6.631247,389
Long An,Tân An,2014,8.241775,389
Long An,Tân An,2015,9.051224,389
Long An,Tân An,2016,12.328082,389
Long An,Tân An,2017,17.92807,389
Long An,Tân An,2018,34.097779,389
Long An,Tân An,2019,46.718293,389
Long An,Tân An,2020,45.111424,389
Long An,Tân Hưng,2012,0.02034,2364
Long An,Tân Hưng,2013,0.023597,2364
Long An,Tân Hưng,2014,0.035201,2364
Long An,Tân Hưng,2015,0.033188,2364
Long An,Tân Hưng,2016,0.032797,2364
Long An,Tân Hưng,2017,0.036686,2364
Long An,Tân Hưng,2018,0.047198,2364
Long An,Tân Hưng,2019,0.077385,2364
Long An,Tân Hưng,2020,0.118934,2364
Long An,Tân Thạnh,2012,0.036671,2035
Long An,Tân Thạnh,2013,0.041048,2035
Long An,Tân Thạnh,2014,0.056979,2035
Long An,Tân Thạnh,2015,0.092925,2035
Long An,Tân Thạnh,2016,0.097521,2035
Long An,Tân Thạnh,2017,0.158064,2035
Long An,Tân Thạnh,2018,0.18161,2035
Long An,Tân Thạnh,2019,0.191106,2035
Long An,Tân Thạnh,2020,0.278621,2035
Long An,Tân Trụ,2012,0.54049,512
Long An,Tân Trụ,2013,1.587253,512
Long An,Tân Trụ,2014,1.997474,512
Long An,Tân Trụ,2015,3.607949,512
Long An,Tân Trụ,2016,6.08603,512
Long An,Tân Trụ,2017,9.929543,512
Long An,Tân Trụ,2018,25.048536,512
Long An,Tân Trụ,2019,47.891151,512
Long An,Tân Trụ,2020,40.640015,512
Long An,Vĩnh Hưng,2012,0.05533,1825
Long An,Vĩnh Hưng,2013,0.058161,1825
Long An,Vĩnh Hưng,2014,0.088159,1825
Long An,Vĩnh Hưng,2015,0.097689,1825
Long An,Vĩnh Hưng,2016,0.102536,1825
Long An,Vĩnh Hưng,2017,0.107986,1825
Long An,Vĩnh Hưng,2018,0.137621,1825
Long An,Vĩnh Hưng,2019,0.162756,1825
Long An,Vĩnh Hưng,2020,0.244763,1825
Long An,Đức Huệ,2012,0.34731,2035
Long An,Đức Huệ,2013,0.177405,2035
Long An,Đức Huệ,2014,0.165181,2035
Long An,Đức Huệ,2015,0.053124,2035
Long An,Đức Huệ,2016,0.071704,2035
Long An,Đức Huệ,2017,0.174572,2035
Long An,Đức Huệ,2018,0.164427,2035
Long An,Đức Huệ,2019,0.334455,2035
Long An,Đức Huệ,2020,0.394573,2035
Long An,Đức Hòa,2012,0.92703,2031
Long An,Đức Hòa,2013,0.975723,2031
Long An,Đức Hòa,2014,1.166612,2031
Long An,Đức Hòa,2015,1.330827,2031
Long An,Đức Hòa,2016,1.592204,2031
Long An,Đức Hòa,2017,2.074471,2031
Long An,Đức Hòa,2018,2.620646,2031
Long An,Đức Hòa,2019,2.87478,2031
Long An,Đức Hòa,2020,3.203646,2031
Lào Cai,Bát Xát,2012,0.004574,5329
Lào Cai,Bát Xát,2013,0.009735,5329
Lào Cai,Bát Xát,2014,0.00644,5329
Lào Cai,Bát Xát,2015,0.019629,5329
Lào Cai,Bát Xát,2016,0.016398,5329
Lào Cai,Bát Xát,2017,0.034278,5329
Lào Cai,Bát Xát,2018,0.043861,5329
Lào Cai,Bát Xát,2019,0.041276,5329
Lào Cai,Bát Xát,2020,0.037346,5329
Lào Cai,Bảo Thắng,2012,0.083721,3439
Lào Cai,Bảo Thắng,2013,0.1634,3439
Lào Cai,Bảo Thắng,2014,0.205291,3439
Lào Cai,Bảo Thắng,2015,0.209899,3439
Lào Cai,Bảo Thắng,2016,0.253258,3439
Lào Cai,Bảo Thắng,2017,0.262325,3439
Lào Cai,Bảo Thắng,2018,0.283587,3439
Lào Cai,Bảo Thắng,2019,0.193294,3439
Lào Cai,Bảo Thắng,2020,0.214823,3439
Lào Cai,Bảo Yên,2012,0.000266,4156
Lào Cai,Bảo Yên,2013,0.00109,4156
Lào Cai,Bảo Yên,2014,0.002225,4156
Lào Cai,Bảo Yên,2015,0.003556,4156
Lào Cai,Bảo Yên,2016,0.00601,4156
Lào Cai,Bảo Yên,2017,0.008463,4156
Lào Cai,Bảo Yên,2018,0.007089,4156
Lào Cai,Bảo Yên,2019,0.006996,4156
Lào Cai,Bảo Yên,2020,0.008606,4156
Lào Cai,Bắc Hà,2012,0.007747,3471
Lào Cai,Bắc Hà,2013,0.009661,3471
Lào Cai,Bắc Hà,2014,0.008549,3471
Lào Cai,Bắc Hà,2015,0.014085,3471
Lào Cai,Bắc Hà,2016,0.011896,3471
Lào Cai,Bắc Hà,2017,0.019586,3471
Lào Cai,Bắc Hà,2018,0.018743,3471
Lào Cai,Bắc Hà,2019,0.014685,3471
Lào Cai,Bắc Hà,2020,0.011268,3471
Lào Cai,Lào Cai,2012,0.401015,1141
Lào Cai,Lào Cai,2013,0.618656,1141
Lào Cai,Lào Cai,2014,0.494865,1141
Lào Cai,Lào Cai,2015,0.688832,1141
Lào Cai,Lào Cai,2016,0.912829,1141
Lào Cai,Lào Cai,2017,1.131247,1141
Lào Cai,Lào Cai,2018,0.940229,1141
Lào Cai,Lào Cai,2019,1.188504,1141
Lào Cai,Lào Cai,2020,1.20651,1141
Lào Cai,Mường Khương,2012,0.0,2790
Lào Cai,Mường Khương,2013,0.0,2790
Lào Cai,Mường Khương,2014,0.000689,2790
Lào Cai,Mường Khương,2015,0.000837,2790
Lào Cai,Mường Khương,2016,0.002888,2790
Lào Cai,Mường Khương,2017,0.002198,2790
Lào Cai,Mường Khương,2018,0.000194,2790
Lào Cai,Mường Khương,2019,0.0,2790
Lào Cai,Mường Khương,2020,0.00417,2790
Lào Cai,Sa Pa,2012,0.017898,3433
Lào Cai,Sa Pa,2013,0.01815,3433
Lào Cai,Sa Pa,2014,0.033949,3433
Lào Cai,Sa Pa,2015,0.08969,3433
Lào Cai,Sa Pa,2016,0.115049,3433
Lào Cai,Sa Pa,2017,0.171308,3433
Lào Cai,Sa Pa,2018,0.171842,3433
Lào Cai,Sa Pa,2019,0.189772,3433
Lào Cai,Sa Pa,2020,0.142635,3433
Lào Cai,Si Ma Cai,2012,0.0,1181
Lào Cai,Si Ma Cai,2013,0.0,1181
Lào Cai,Si Ma Cai,2014,0.0,1181
Lào Cai,Si Ma Cai,2015,0.0,1181
Lào Cai,Si Ma Cai,2016,0.0,1181
Lào Cai,Si Ma Cai,2017,0.004589,1181
Lào Cai,Si Ma Cai,2018,0.00527,1181
Lào Cai,Si Ma Cai,2019,0.005552,1181
Lào Cai,Si Ma Cai,2020,0.006085,1181
Lào Cai,Văn Bàn,2012,0.002512,7166
Lào Cai,Văn Bàn,2013,0.004368,7166
Lào Cai,Văn Bàn,2014,0.003593,7166
Lào Cai,Văn Bàn,2015,0.008247,7166
Lào Cai,Văn Bàn,2016,0.00693,7166
Lào Cai,Văn Bàn,2017,0.019436,7166
Lào Cai,Văn Bàn,2018,0.014219,7166
Lào Cai,Văn Bàn,2019,0.006904,7166
Lào Cai,Văn Bàn,2020,0.009921,7166
Lâm Đồng,Bảo Lâm,2012,0.036348,7006
Lâm Đồng,Bảo Lâm,2013,0.050217,7006
Lâm Đồng,Bảo Lâm,2014,0.050256,7006
Lâm Đồng,Bảo Lâm,2015,0.061847,7006
Lâm Đồng,Bảo Lâm,2016,0.048576,7006
Lâm Đồng,Bảo Lâm,2017,0.059673,7006
Lâm Đồng,Bảo Lâm,2018,0.083858,7006
Lâm Đồng,Bảo Lâm,2019,0.081806,7006
Lâm Đồng,Bảo Lâm,2020,0.114316,7006
Lâm Đồng,Bảo Lộc,2012,0.32218,1108
Lâm Đồng,Bảo Lộc,2013,0.442566,1108
Lâm Đồng,Bảo Lộc,2014,0.551002,1108
Lâm Đồng,Bảo Lộc,2015,0.548659,1108
Lâm Đồng,Bảo Lộc,2016,0.64777,1108
Lâm Đồng,Bảo Lộc,2017,0.847608,1108
Lâm Đồng,Bảo Lộc,2018,1.008228,1108
Lâm Đồng,Bảo Lộc,2019,1.116618,1108
Lâm Đồng,Bảo Lộc,2020,1.347994,1108
Lâm Đồng,Cát Tiên,2012,0.016274,2041
Lâm Đồng,Cát Tiên,2013,0.021578,2041
Lâm Đồng,Cát Tiên,2014,0.025134,2041
Lâm Đồng,Cát Tiên,2015,0.077871,2041
Lâm Đồng,Cát Tiên,2016,0.082242,2041
Lâm Đồng,Cát Tiên,2017,0.104999,2041
Lâm Đồng,Cát Tiên,2018,0.140901,2041
Lâm Đồng,Cát Tiên,2019,0.162364,2041
Lâm Đồng,Cát Tiên,2020,0.205369,2041
Lâm Đồng,Di Linh,2012,0.036812,7711
Lâm Đồng,Di Linh,2013,0.038531,7711
Lâm Đồng,Di Linh,2014,0.037517,7711
Lâm Đồng,Di Linh,2015,0.051252,7711
Lâm Đồng,Di Linh,2016,0.044807,7711
Lâm Đồng,Di Linh,2017,0.063585,7711
Lâm Đồng,Di Linh,2018,0.078742,7711
Lâm Đồng,Di Linh,2019,0.075175,7711
Lâm Đồng,Di Linh,2020,0.097214,7711
Lâm Đồng,Lâm Hà,2012,0.026575,4491
Lâm Đồng,Lâm Hà,2013,0.035711,4491
Lâm Đồng,Lâm Hà,2014,0.031756,4491
Lâm Đồng,Lâm Hà,2015,0.048637,4491
Lâm Đồng,Lâm Hà,2016,0.068951,4491
Lâm Đồng,Lâm Hà,2017,0.139402,4491
Lâm Đồng,Lâm Hà,2018,0.325291,4491
Lâm Đồng,Lâm Hà,2019,0.582276,4491
Lâm Đồng,Lâm Hà,2020,0.590639,4491
Lâm Đồng,Lạc Dương,2012,0.142859,6252
Lâm Đồng,Lạc Dương,2013,0.183949,6252
Lâm Đồng,Lạc Dương,2014,0.198866,6252
Lâm Đồng,Lạc Dương,2015,0.250374,6252
Lâm Đồng,Lạc Dương,2016,0.321496,6252
Lâm Đồng,Lạc Dương,2017,0.448768,6252
Lâm Đồng,Lạc Dương,2018,0.585918,6252
Lâm Đồng,Lạc Dương,2019,0.539545,6252
Lâm Đồng,Lạc Dương,2020,0.531113,6252
Lâm Đồng,Đam Rông,2012,0.009268,4132
Lâm Đồng,Đam Rông,2013,0.014399,4132
Lâm Đồng,Đam Rông,2014,0.01546,4132
Lâm Đồng,Đam Rông,2015,0.024231,4132
Lâm Đồng,Đam Rông,2016,0.018048,4132
Lâm Đồng,Đam Rông,2017,0.029392,4132
Lâm Đồng,Đam Rông,2018,0.038758,4132
Lâm Đồng,Đam Rông,2019,0.038483,4132
Lâm Đồng,Đam Rông,2020,0.057125,4132
Lâm Đồng,Đà Lạt,2012,3.552055,1879
Lâm Đồng,Đà Lạt,2013,4.599314,1879
Lâm Đồng,Đà Lạt,2014,4.802046,1879
Lâm Đồng,Đà Lạt,2015,5.143612,1879
Lâm Đồng,Đà Lạt,2016,5.770717,1879
Lâm Đồng,Đà Lạt,2017,6.779644,1879
Lâm Đồng,Đà Lạt,2018,8.55243,1879
Lâm Đồng,Đà Lạt,2019,8.779817,1879
Lâm Đồng,Đà Lạt,2020,8.783162,1879
Lâm Đồng,Đơn Dương,2012,0.215864,2920
Lâm Đồng,Đơn Dương,2013,0.298133,2920
Lâm Đồng,Đơn Dương,2014,0.299698,2920
Lâm Đồng,Đơn Dương,2015,0.359822,2920
Lâm Đồng,Đơn Dương,2016,0.353824,2920
Lâm Đồng,Đơn Dương,2017,0.442183,2920
Lâm Đồng,Đơn Dương,2018,0.518531,2920
Lâm Đồng,Đơn Dương,2019,0.491135,2920
Lâm Đồng,Đơn Dương,2020,0.602484,2920
Lâm Đồng,Đạ Huoai,2012,0.035523,2360
Lâm Đồng,Đạ Huoai,2013,0.06065,2360
Lâm Đồng,Đạ Huoai,2014,0.071567,2360
Lâm Đồng,Đạ Huoai,2015,0.098617,2360
Lâm Đồng,Đạ Huoai,2016,0.115329,2360
Lâm Đồng,Đạ Huoai,2017,0.165479,2360
Lâm Đồng,Đạ Huoai,2018,0.221622,2360
Lâm Đồng,Đạ Huoai,2019,0.244248,2360
Lâm Đồng,Đạ Huoai,2020,0.315356,2360
Lâm Đồng,Đạ Tẻh,2012,0.02461,2519
Lâm Đồng,Đạ Tẻh,2013,0.036648,2519
Lâm Đồng,Đạ Tẻh,2014,0.033106,2519
Lâm Đồng,Đạ Tẻh,2015,0.054328,2519
Lâm Đồng,Đạ Tẻh,2016,0.062124,2519
Lâm Đồng,Đạ Tẻh,2017,0.081107,2519
Lâm Đồng,Đạ Tẻh,2018,0.101551,2519
Lâm Đồng,Đạ Tẻh,2019,0.115015,2519
Lâm Đồng,Đạ Tẻh,2020,0.148466,2519
Lâm Đồng,Đức Trọng,2012,0.158292,4323
Lâm Đồng,Đức Trọng,2013,0.181456,4323
Lâm Đồng,Đức Trọng,2014,0.212688,4323
Lâm Đồng,Đức Trọng,2015,0.285731,4323
Lâm Đồng,Đức Trọng,2016,0.286729,4323
Lâm Đồng,Đức Trọng,2017,0.369879,4323
Lâm Đồng,Đức Trọng,2018,0.474376,4323
Lâm Đồng,Đức Trọng,2019,0.492162,4323
Lâm Đồng,Đức Trọng,2020,0.563167,4323
Lạng Sơn,Bình Gia,2012,0.003632,5512
Lạng Sơn,Bình Gia,2013,0.003375,5512
Lạng Sơn,Bình Gia,2014,0.001137,5512
Lạng Sơn,Bình Gia,2015,0.003777,5512
Lạng Sơn,Bình Gia,2016,0.009823,5512
Lạng Sơn,Bình Gia,2017,0.013402,5512
Lạng Sơn,Bình Gia,2018,0.01198,5512
Lạng Sơn,Bình Gia,2019,0.010136,5512
Lạng Sơn,Bình Gia,2020,0.020861,5512
Lạng Sơn,Bắc Sơn,2012,0.008883,3528
Lạng Sơn,Bắc Sơn,2013,0.01086,3528
Lạng Sơn,Bắc Sơn,2014,0.012577,3528
Lạng Sơn,Bắc Sơn,2015,0.014432,3528
Lạng Sơn,Bắc Sơn,2016,0.02089,3528
Lạng Sơn,Bắc Sơn,2017,0.021673,3528
Lạng Sơn,Bắc Sơn,2018,0.022182,3528
Lạng Sơn,Bắc Sơn,2019,0.024877,3528
Lạng Sơn,Bắc Sơn,2020,0.024292,3528
Lạng Sơn,Cao Lộc,2012,0.053809,3119
Lạng Sơn,Cao Lộc,2013,0.071874,3119
Lạng Sơn,Cao Lộc,2014,0.085433,3119
Lạng Sơn,Cao Lộc,2015,0.108272,3119
Lạng Sơn,Cao Lộc,2016,0.128609,3119
Lạng Sơn,Cao Lộc,2017,0.17605,3119
Lạng Sơn,Cao Lộc,2018,0.226919,3119
Lạng Sơn,Cao Lộc,2019,0.220269,3119
Lạng Sơn,Cao Lộc,2020,0.207819,3119
Lạng Sơn,Chi Lăng,2012,0.022245,3533
Lạng Sơn,Chi Lăng,2013,0.017081,3533
Lạng Sơn,Chi Lăng,2014,0.016335,3533
Lạng Sơn,Chi Lăng,2015,0.020775,3533
Lạng Sơn,Chi Lăng,2016,0.019924,3533
Lạng Sơn,Chi Lăng,2017,0.035749,3533
Lạng Sơn,Chi Lăng,2018,0.03258,3533
Lạng Sơn,Chi Lăng,2019,0.040725,3533
Lạng Sơn,Chi Lăng,2020,0.051563,3533
Lạng Sơn,Hữu Lũng,2012,0.01595,4055
Lạng Sơn,Hữu Lũng,2013,0.022172,4055
Lạng Sơn,Hữu Lũng,2014,0.030912,4055
Lạng Sơn,Hữu Lũng,2015,0.037018,4055
Lạng Sơn,Hữu Lũng,2016,0.033786,4055
Lạng Sơn,Hữu Lũng,2017,0.060332,4055
Lạng Sơn,Hữu Lũng,2018,0.062185,4055
Lạng Sơn,Hữu Lũng,2019,0.069459,4055
Lạng Sơn,Hữu Lũng,2020,0.054885,4055
Lạng Sơn,Lạng Sơn,2012,1.068363,388
Lạng Sơn,Lạng Sơn,2013,1.407186,388
Lạng Sơn,Lạng Sơn,2014,1.669522,388
Lạng Sơn,Lạng Sơn,2015,1.791919,388
Lạng Sơn,Lạng Sơn,2016,1.977627,388
Lạng Sơn,Lạng Sơn,2017,2.154104,388
Lạng Sơn,Lạng Sơn,2018,2.400482,388
Lạng Sơn,Lạng Sơn,2019,2.523959,388
Lạng Sơn,Lạng Sơn,2020,2.333627,388
Lạng Sơn,Lộc Bình,2012,0.015312,4949
Lạng Sơn,Lộc Bình,2013,0.017479,4949
Lạng Sơn,Lộc Bình,2014,0.021169,4949
Lạng Sơn,Lộc Bình,2015,0.025043,4949
Lạng Sơn,Lộc Bình,2016,0.03585,4949
Lạng Sơn,Lộc Bình,2017,0.053268,4949
Lạng Sơn,Lộc Bình,2018,0.053079,4949
Lạng Sơn,Lộc Bình,2019,0.065039,4949
Lạng Sơn,Lộc Bình,2020,0.06341,4949
Lạng Sơn,Tràng Định,2012,0.006695,5130
Lạng Sơn,Tràng Định,2013,0.0105,5130
Lạng Sơn,Tràng Định,2014,0.009251,5130
Lạng Sơn,Tràng Định,2015,0.016068,5130
Lạng Sơn,Tràng Định,2016,0.01447,5130
Lạng Sơn,Tràng Định,2017,0.018028,5130
Lạng Sơn,Tràng Định,2018,0.019164,5130
Lạng Sơn,Tràng Định,2019,0.019573,5130
Lạng Sơn,Tràng Định,2020,0.019689,5130
Lạng Sơn,Văn Lãng,2012,0.006592,2838
Lạng Sơn,Văn Lãng,2013,0.015042,2838
Lạng Sơn,Văn Lãng,2014,0.019793,2838
Lạng Sơn,Văn Lãng,2015,0.042214,2838
Lạng Sơn,Văn Lãng,2016,0.049913,2838
Lạng Sơn,Văn Lãng,2017,0.063712,2838
Lạng Sơn,Văn Lãng,2018,0.083873,2838
Lạng Sơn,Văn Lãng,2019,0.074411,2838
Lạng Sơn,Văn Lãng,2020,0.102187,2838
Lạng Sơn,Văn Quan,2012,0.0,2762
Lạng Sơn,Văn Quan,2013,0.0,2762
Lạng Sơn,Văn Quan,2014,0.001327,2762
Lạng Sơn,Văn Quan,2015,0.00206,2762
Lạng Sơn,Văn Quan,2016,0.001116,2762
Lạng Sơn,Văn Quan,2017,0.004026,2762
Lạng Sơn,Văn Quan,2018,0.004144,2762
Lạng Sơn,Văn Quan,2019,0.004504,2762
Lạng Sơn,Văn Quan,2020,0.003774,2762
Lạng Sơn,Đình Lập,2012,0.001324,5972
Lạng Sơn,Đình Lập,2013,0.000831,5972
Lạng Sơn,Đình Lập,2014,0.000986,5972
Lạng Sơn,Đình Lập,2015,0.002011,5972
Lạng Sơn,Đình Lập,2016,0.002944,5972
Lạng Sơn,Đình Lập,2017,0.017438,5972
Lạng Sơn,Đình Lập,2018,0.015534,5972
Lạng Sơn,Đình Lập,2019,0.018846,5972
Lạng Sơn,Đình Lập,2020,0.023329,5972
Nam Định,Giao Thủy,2012,0.125381,1050
Nam Định,Giao Thủy,2013,0.197443,1050
Nam Định,Giao Thủy,2014,0.335245,1050
Nam Định,Giao Thủy,2015,0.387249,1050
Nam Định,Giao Thủy,2016,0.497217,1050
Nam Định,Giao Thủy,2017,0.855979,1050
Nam Định,Giao Thủy,2018,1.164843,1050
Nam Định,Giao Thủy,2019,1.413501,1050
Nam Định,Giao Thủy,2020,1.572661,1050
Nam Định,Hải Hậu,2012,0.198931,1142
Nam Định,Hải Hậu,2013,0.272687,1142
Nam Định,Hải Hậu,2014,0.377467,1142
Nam Định,Hải Hậu,2015,0.381816,1142
Nam Định,Hải Hậu,2016,0.456878,1142
Nam Định,Hải Hậu,2017,0.8942,1142
Nam Định,Hải Hậu,2018,1.247469,1142
Nam Định,Hải Hậu,2019,1.611817,1142
Nam Định,Hải Hậu,2020,2.042719,1142
Nam Định,Mỹ Lộc,2012,2.885847,374
Nam Định,Mỹ Lộc,2013,2.660189,374
Nam Định,Mỹ Lộc,2014,3.752372,374
Nam Định,Mỹ Lộc,2015,4.171908,374
Nam Định,Mỹ Lộc,2016,4.046295,374
Nam Định,Mỹ Lộc,2017,5.073895,374
Nam Định,Mỹ Lộc,2018,4.96563,374
Nam Định,Mỹ Lộc,2019,5.088413,374
Nam Định,Mỹ Lộc,2020,4.428406,374
Nam Định,Nam Trực,2012,0.368717,822
Nam Định,Nam Trực,2013,0.383463,822
Nam Định,Nam Trực,2014,0.46216,822
Nam Định,Nam Trực,2015,0.478588,822
Nam Định,Nam Trực,2016,0.552051,822
Nam Định,Nam Trực,2017,0.871672,822
Nam Định,Nam Trực,2018,1.009016,822
Nam Định,Nam Trực,2019,1.244996,822
Nam Định,Nam Trực,2020,1.347376,822
Nam Định,Nam Định,2012,6.768953,231
Nam Định,Nam Định,2013,7.356987,231
Nam Định,Nam Định,2014,9.928601,231
Nam Định,Nam Định,2015,9.630976,231
Nam Định,Nam Định,2016,9.438508,231
Nam Định,Nam Định,2017,11.502184,231
Nam Định,Nam Định,2018,11.659141,231
Nam Định,Nam Định,2019,12.245657,231
Nam Định,Nam Định,2020,12.314104,231
Nam Định,Nghĩa Hưng,2012,0.079396,1022
Nam Định,Nghĩa Hưng,2013,0.113176,1022
Nam Định,Nghĩa Hưng,2014,0.172768,1022
Nam Định,Nghĩa Hưng,2015,0.197103,1022
Nam Định,Nghĩa Hưng,2016,0.234283,1022
Nam Định,Nghĩa Hưng,2017,0.478233,1022
Nam Định,Nghĩa Hưng,2018,0.669657,1022
Nam Định,Nghĩa Hưng,2019,0.838708,1022
Nam Định,Nghĩa Hưng,2020,1.05649,1022
Nam Định,Trực Ninh,2012,0.181378,708
Nam Định,Trực Ninh,2013,0.169341,708
Nam Định,Trực Ninh,2014,0.26903,708
Nam Định,Trực Ninh,2015,0.320977,708
Nam Định,Trực Ninh,2016,0.377349,708
Nam Định,Trực Ninh,2017,0.652835,708
Nam Định,Trực Ninh,2018,0.839858,708
Nam Định,Trực Ninh,2019,1.171315,708
Nam Định,Trực Ninh,2020,1.593057,708
Nam Định,Vụ Bản,2012,0.257492,761
Nam Định,Vụ Bản,2013,0.319882,761
Nam Định,Vụ Bản,2014,0.480756,761
Nam Định,Vụ Bản,2015,0.523152,761
Nam Định,Vụ Bản,2016,0.510327,761
Nam Định,Vụ Bản,2017,0.803722,761
Nam Định,Vụ Bản,2018,0.886994,761
Nam Định,Vụ Bản,2019,0.980753,761
Nam Định,Vụ Bản,2020,1.011164,761
Nam Định,Xuân Trường,2012,0.21899,577
Nam Định,Xuân Trường,2013,0.269445,577
Nam Định,Xuân Trường,2014,0.334439,577
Nam Định,Xuân Trường,2015,0.416993,577
Nam Định,Xuân Trường,2016,0.513575,577
Nam Định,Xuân Trường,2017,0.892128,577
Nam Định,Xuân Trường,2018,1.223157,577
Nam Định,Xuân Trường,2019,1.52306,577
Nam Định,Xuân Trường,2020,1.858026,577
Nam Định,Ý Yên,2012,0.325877,1228
Nam Định,Ý Yên,2013,0.375672,1228
Nam Định,Ý Yên,2014,0.410871,1228
Nam Định,Ý Yên,2015,0.400941,1228
Nam Định,Ý Yên,2016,0.435423,1228
Nam Định,Ý Yên,2017,0.695341,1228
Nam Định,Ý Yên,2018,0.751663,1228
Nam Định,Ý Yên,2019,0.833683,1228
Nam Định,Ý Yên,2020,1.040713,1228
Nghệ An,Anh Sơn,2012,0.006157,2956
Nghệ An,Anh Sơn,2013,0.004869,2956
Nghệ An,Anh Sơn,2014,0.007543,2956
Nghệ An,Anh Sơn,2015,0.015509,2956
Nghệ An,Anh Sơn,2016,0.013866,2956
Nghệ An,Anh Sơn,2017,0.022138,2956
Nghệ An,Anh Sơn,2018,0.020929,2956
Nghệ An,Anh Sơn,2019,0.02782,2956
Nghệ An,Anh Sơn,2020,0.026088,2956
Nghệ An,Con Cuông,2012,0.000305,8635
Nghệ An,Con Cuông,2013,0.0,8635
Nghệ An,Con Cuông,2014,0.002904,8635
Nghệ An,Con Cuông,2015,0.003932,8635
Nghệ An,Con Cuông,2016,0.004335,8635
Nghệ An,Con Cuông,2017,0.003233,8635
Nghệ An,Con Cuông,2018,0.003925,8635
Nghệ An,Con Cuông,2019,0.003802,8635
Nghệ An,Con Cuông,2020,0.004846,8635
Nghệ An,Cửa Lò,2012,1.096493,127
Nghệ An,Cửa Lò,2013,1.292498,127
Nghệ An,Cửa Lò,2014,1.522743,127
Nghệ An,Cửa Lò,2015,1.392006,127
Nghệ An,Cửa Lò,2016,1.921068,127
Nghệ An,Cửa Lò,2017,2.248565,127
Nghệ An,Cửa Lò,2018,2.520295,127
Nghệ An,Cửa Lò,2019,2.736852,127
Nghệ An,Cửa Lò,2020,2.432398,127
Nghệ An,Diễn Châu,2012,0.160914,1503
Nghệ An,Diễn Châu,2013,0.154287,1503
Nghệ An,Diễn Châu,2014,0.270965,1503
Nghệ An,Diễn Châu,2015,0.294346,1503
Nghệ An,Diễn Châu,2016,0.312731,1503
Nghệ An,Diễn Châu,2017,0.467487,1503
Nghệ An,Diễn Châu,2018,0.663852,1503
Nghệ An,Diễn Châu,2019,0.642406,1503
Nghệ An,Diễn Châu,2020,0.776647,1503
Nghệ An,Hoàng Mai,2012,0.171851,835
Nghệ An,Hoàng Mai,2013,0.261405,835
Nghệ An,Hoàng Mai,2014,0.414174,835
Nghệ An,Hoàng Mai,2015,0.48359,835
Nghệ An,Hoàng Mai,2016,0.740768,835
Nghệ An,Hoàng Mai,2017,1.033697,835
Nghệ An,Hoàng Mai,2018,1.651419,835
Nghệ An,Hoàng Mai,2019,1.301126,835
Nghệ An,Hoàng Mai,2020,1.663498,835
Nghệ An,Hưng Nguyên,2012,0.202091,779
Nghệ An,Hưng Nguyên,2013,0.261717,779
Nghệ An,Hưng Nguyên,2014,0.316877,779
Nghệ An,Hưng Nguyên,2015,0.422878,779
Nghệ An,Hưng Nguyên,2016,0.424788,779
Nghệ An,Hưng Nguyên,2017,0.586337,779
Nghệ An,Hưng Nguyên,2018,0.722987,779
Nghệ An,Hưng Nguyên,2019,0.792099,779
Nghệ An,Hưng Nguyên,2020,0.960445,779
Nghệ An,Kỳ Sơn,2012,0.001113,10332
Nghệ An,Kỳ Sơn,2013,0.000772,10332
Nghệ An,Kỳ Sơn,2014,0.000898,10332
Nghệ An,Kỳ Sơn,2015,0.001208,10332
Nghệ An,Kỳ Sơn,2016,0.000803,10332
Nghệ An,Kỳ Sơn,2017,0.002661,10332
