Province,District,2012,2013,2014,2015,2016,2017,2018,2019,2020
Đắk Nông,Đăk Glong,0.010388,0.017375,0.012528,0.017287,0.013184,0.014546,0.016688,0.019167,0.025539
Đắk Nông,Đắk Mil,0.074148,0.094231,0.104486,0.1466,0.134831,0.157454,0.190166,0.214573,0.275359
Đắk Nông,Đắk R'Lấp,0.084032,0.11098,0.107152,0.133696,0.14021,0.228797,0.291659,0.295832,0.3163
Đắk Nông,Đắk Song,0.010424,0.021045,0.025233,0.043212,0.041457,0.048456,0.072427,0.081873,0.097111
Đồng Nai,Biên Hòa,6.996119,7.246328,7.989006,8.530788,9.267358,9.609757,10.636089,11.04176,11.314024
Đồng Nai,Cẩm Mỹ,0.168437,0.185189,0.229856,0.297486,0.333216,0.586679,0.828298,0.869436,1.079947
Đồng Nai,Long Khánh,1.221253,1.106483,1.253924,1.522984,1.764787,2.612602,3.06402,3.295163,3.650275
Đồng Nai,Long Thành,1.637296,1.858695,2.353783,2.572196,2.734634,3.09629,3.487046,3.625336,4.170849
Đồng Nai,Nhơn Trạch,2.973542,3.1146,3.304,3.545932,3.942267,4.456824,4.834141,5.118515,5.77741
Đồng Nai,Thống Nhất,0.429846,0.570643,0.726311,1.107199,1.158048,1.858632,2.212419,2.267834,2.217006
Đồng Nai,Trảng Bom,1.04902,1.228722,1.500083,1.778021,2.133228,3.085363,4.033147,4.331854,4.108485
Đồng Nai,Tân Phú,0.049904,0.088427,0.092308,0.093814,0.098785,0.148271,0.259169,0.316213,0.376285
Đồng Nai,Vĩnh Cửu,0.242339,0.295255,0.328834,0.345805,0.375258,0.420375,0.514933,0.539761,0.622935
Đồng Nai,Xuân Lộc,0.418823,0.520283,0.654636,0.823561,1.053109,1.667727,2.671185,2.732381,2.679841
Đồng Nai,Định Quán,0.043936,0.053097,0.070638,0.075624,0.088906,0.167245,0.29853,0.347915,0.425465
Đồng Tháp,Cao Lãnh,0.153004,0.195459,0.254108,0.341944,0.338471,0.429441,0.567945,0.681875,0.730928
Đồng Tháp,Cao Lãnh (Thành phố),2.321966,2.800437,2.80622,3.148007,3.327631,3.175594,3.864806,4.340152,4.690274
Đồng Tháp,Châu Thành,0.147931,0.246157,0.246637,0.304625,0.400862,0.653015,1.054696,1.444286,1.606023
Đồng Tháp,Hồng Ngự,0.028532,0.075247,0.114829,0.124588,0.148307,0.266143,0.287538,0.496941,0.649892
Đồng Tháp,Hồng Ngự (Thị xã),0.133453,0.188425,0.261043,0.262422,0.265457,0.390842,0.441529,0.72016,0.897987
Đồng Tháp,Lai Vung,0.234797,0.321917,0.390217,0.498979,0.687521,1.066375,1.529434,2.133203,3.162631
Đồng Tháp,Lấp Vò,0.356588,0.448035,0.581783,0.783552,0.785084,0.898294,1.041265,1.249444,1.363974
Đồng Tháp,Sa Đéc,3.105781,3.377033,3.624606,3.757845,4.31652,4.232204,4.678807,5.146008,5.340044
Đồng Tháp,Tam Nông,0.022653,0.026681,0.068953,0.090384,0.096542,0.118028,0.153941,0.227868,0.293782
Đồng Tháp,Thanh Bình,0.101943,0.127536,0.173944,0.210811,0.24221,0.295352,0.317413,0.347912,0.426806
Đồng Tháp,Tháp Mười,0.166658,0.189404,0.221156,0.265732,0.245386,0.311644,0.365543,0.443491,0.494276
Đồng Tháp,Tân Hồng,0.023748,0.04279,0.061487,0.08827,0.086521,0.142127,0.164239,0.242593,0.288828
